Date,Season,RES,Cluster,RES,Cluster,RES,Cluster
2023-08-12,Summer,Offshore Wind,0,Onshore Wind,2,Solar,0
2023-08-13,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-08-14,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2023-08-15,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-08-16,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-08-17,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-08-18,Summer,Offshore Wind,0,Onshore Wind,2,Solar,2
2023-08-19,Summer,Offshore Wind,0,Onshore Wind,2,Solar,2
2023-08-20,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2023-08-21,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2023-08-22,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2023-08-23,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-08-24,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2023-08-25,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2023-08-26,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2023-08-27,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-08-28,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2023-08-29,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-08-30,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-08-31,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-11-01,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-11-02,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2023-11-03,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2023-11-04,Winter,Offshore Wind,2,Onshore Wind,1,Solar,0
2023-11-05,Winter,Offshore Wind,2,Onshore Wind,0,Solar,0
2023-11-06,Winter,Offshore Wind,0,Onshore Wind,1,Solar,1
2023-11-07,Winter,Offshore Wind,0,Onshore Wind,0,Solar,1
2023-11-08,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2023-11-09,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2023-11-10,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2023-11-11,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-11-12,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-11-13,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2023-11-14,Winter,Offshore Wind,0,Onshore Wind,2,Solar,2
2023-11-15,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-11-16,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2023-11-17,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-11-18,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2023-11-19,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-11-20,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-11-21,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-11-22,Winter,Offshore Wind,0,Onshore Wind,2,Solar,2
2023-11-23,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-11-24,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-11-25,Winter,Offshore Wind,0,Onshore Wind,0,Solar,0
2023-11-26,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-11-27,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2023-11-28,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-11-29,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-11-30,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2023-12-01,Winter,Offshore Wind,1,Onshore Wind,1,Solar,2
2023-12-02,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2023-12-03,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2023-12-04,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2023-12-05,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2023-12-06,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2023-12-07,Winter,Offshore Wind,0,Onshore Wind,1,Solar,1
2023-12-08,Winter,Offshore Wind,2,Onshore Wind,0,Solar,0
2023-12-09,Winter,Offshore Wind,2,Onshore Wind,0,Solar,0
2023-12-10,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2023-12-11,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-12-12,Winter,Offshore Wind,0,Onshore Wind,0,Solar,2
2023-12-13,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-12-14,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2023-12-15,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2023-12-16,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-12-17,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-12-18,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-12-19,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2023-12-20,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-12-21,Winter,Offshore Wind,0,Onshore Wind,2,Solar,2
2023-12-22,Winter,Offshore Wind,0,Onshore Wind,2,Solar,2
2023-12-23,Winter,Offshore Wind,1,Onshore Wind,1,Solar,2
2023-12-24,Winter,Offshore Wind,0,Onshore Wind,2,Solar,2
2023-12-25,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-12-26,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-12-27,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2023-12-28,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-12-29,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2023-12-30,Winter,Offshore Wind,1,Onshore Wind,1,Solar,2
2023-12-31,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-01,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-01-02,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-01-03,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-01-04,Winter,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-01-05,Winter,Offshore Wind,0,Onshore Wind,1,Solar,1
2024-01-06,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-01-07,Winter,Offshore Wind,2,Onshore Wind,1,Solar,1
2024-01-08,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-01-09,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-01-10,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-01-11,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-12,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-01-13,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-14,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-15,Winter,Offshore Wind,1,Onshore Wind,1,Solar,2
2024-01-16,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-01-17,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-18,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-01-19,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-20,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-21,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-22,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-23,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-24,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-25,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-01-26,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-27,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-01-28,Winter,Offshore Wind,0,Onshore Wind,2,Solar,0
2024-01-29,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-01-30,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-01-31,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-02-01,Winter,Offshore Wind,0,Onshore Wind,2,Solar,2
2024-02-02,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-02-03,Winter,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-02-04,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-02-05,Winter,Offshore Wind,1,Onshore Wind,2,Solar,1
2024-02-06,Winter,Offshore Wind,0,Onshore Wind,0,Solar,1
2024-02-07,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-02-08,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-02-09,Winter,Offshore Wind,0,Onshore Wind,0,Solar,1
2024-02-10,Winter,Offshore Wind,1,Onshore Wind,1,Solar,1
2024-02-11,Winter,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-02-12,Winter,Offshore Wind,1,Onshore Wind,1,Solar,2
2024-02-13,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-02-14,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-02-15,Winter,Offshore Wind,0,Onshore Wind,0,Solar,2
2024-02-16,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-02-17,Winter,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-02-18,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-02-19,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-02-20,Winter,Offshore Wind,1,Onshore Wind,1,Solar,0
2024-02-21,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-02-22,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-02-23,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-02-24,Winter,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-02-25,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-02-26,Winter,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-02-27,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-02-28,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-02-29,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-05-01,Summer,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-05-02,Summer,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-05-03,Summer,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-05-04,Summer,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-05-05,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-05-06,Summer,Offshore Wind,0,Onshore Wind,1,Solar,1
2024-05-07,Summer,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-05-08,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-05-09,Summer,Offshore Wind,0,Onshore Wind,2,Solar,2
2024-05-10,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-05-11,Summer,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-05-12,Summer,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-05-13,Summer,Offshore Wind,0,Onshore Wind,1,Solar,1
2024-05-14,Summer,Offshore Wind,0,Onshore Wind,1,Solar,1
2024-05-15,Summer,Offshore Wind,0,Onshore Wind,1,Solar,1
2024-05-16,Summer,Offshore Wind,0,Onshore Wind,1,Solar,1
2024-05-17,Summer,Offshore Wind,0,Onshore Wind,1,Solar,1
2024-05-18,Summer,Offshore Wind,1,Onshore Wind,0,Solar,1
2024-05-19,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-05-20,Summer,Offshore Wind,1,Onshore Wind,0,Solar,1
2024-05-21,Summer,Offshore Wind,0,Onshore Wind,1,Solar,1
2024-05-22,Summer,Offshore Wind,0,Onshore Wind,1,Solar,1
2024-05-23,Summer,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-05-24,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-05-25,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-05-26,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-05-27,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-05-28,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-05-29,Summer,Offshore Wind,0,Onshore Wind,2,Solar,0
2024-05-30,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-05-31,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-06-01,Summer,Offshore Wind,0,Onshore Wind,2,Solar,0
2024-06-02,Summer,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-06-03,Summer,Offshore Wind,1,Onshore Wind,0,Solar,0
2024-06-04,Summer,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-06-05,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-06-06,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-06-07,Summer,Offshore Wind,1,Onshore Wind,1,Solar,2
2024-06-08,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-06-09,Summer,Offshore Wind,0,Onshore Wind,2,Solar,1
2024-06-10,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-06-11,Summer,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-06-12,Summer,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-06-13,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-06-14,Summer,Offshore Wind,0,Onshore Wind,2,Solar,2
2024-06-15,Summer,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-06-16,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-06-17,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-06-18,Summer,Offshore Wind,2,Onshore Wind,2,Solar,1
2024-06-19,Summer,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-06-20,Summer,Offshore Wind,1,Onshore Wind,2,Solar,1
2024-06-21,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-06-22,Summer,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-06-23,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-06-24,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-06-25,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-06-26,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-06-27,Summer,Offshore Wind,1,Onshore Wind,0,Solar,1
2024-06-28,Summer,Offshore Wind,1,Onshore Wind,1,Solar,2
2024-06-29,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-06-30,Summer,Offshore Wind,1,Onshore Wind,0,Solar,0
2024-07-01,Summer,Offshore Wind,0,Onshore Wind,0,Solar,0
2024-07-02,Summer,Offshore Wind,0,Onshore Wind,2,Solar,0
2024-07-03,Summer,Offshore Wind,1,Onshore Wind,0,Solar,0
2024-07-04,Summer,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-07-05,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-07-06,Summer,Offshore Wind,1,Onshore Wind,2,Solar,1
2024-07-07,Summer,Offshore Wind,2,Onshore Wind,2,Solar,2
2024-07-08,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-07-09,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-07-10,Summer,Offshore Wind,0,Onshore Wind,2,Solar,0
2024-07-11,Summer,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-07-12,Summer,Offshore Wind,0,Onshore Wind,2,Solar,0
2024-07-13,Summer,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-07-14,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-07-15,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-07-16,Summer,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-07-17,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-07-18,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-07-19,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-07-20,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-07-21,Summer,Offshore Wind,1,Onshore Wind,0,Solar,1
2024-07-22,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-07-23,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-07-24,Summer,Offshore Wind,0,Onshore Wind,2,Solar,1
2024-07-25,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-07-26,Summer,Offshore Wind,1,Onshore Wind,0,Solar,0
2024-07-27,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-07-28,Summer,Offshore Wind,1,Onshore Wind,1,Solar,2
2024-07-29,Summer,Offshore Wind,1,Onshore Wind,0,Solar,1
2024-07-30,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-07-31,Summer,Offshore Wind,2,Onshore Wind,2,Solar,1
2024-08-01,Summer,Offshore Wind,1,Onshore Wind,0,Solar,0
2024-08-02,Summer,Offshore Wind,1,Onshore Wind,0,Solar,0
2024-08-03,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-08-04,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-08-05,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-08-06,Summer,Offshore Wind,0,Onshore Wind,2,Solar,0
2024-08-07,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-08-08,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-08-09,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-08-10,Summer,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-08-11,Summer,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-08-12,Summer,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-08-13,Summer,Offshore Wind,0,Onshore Wind,2,Solar,2
2024-08-14,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-08-15,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-08-16,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-08-17,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-08-18,Summer,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-08-19,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-08-20,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-08-21,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-08-22,Summer,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-08-23,Summer,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-08-24,Summer,Offshore Wind,1,Onshore Wind,0,Solar,0
2024-08-25,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-08-26,Summer,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-08-27,Summer,Offshore Wind,1,Onshore Wind,2,Solar,1
2024-08-28,Summer,Offshore Wind,0,Onshore Wind,2,Solar,1
2024-08-29,Summer,Offshore Wind,1,Onshore Wind,0,Solar,1
2024-08-30,Summer,Offshore Wind,1,Onshore Wind,0,Solar,2
2024-08-31,Summer,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-11-01,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-11-02,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-11-03,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-11-04,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-11-05,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-11-06,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-11-07,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-11-08,Winter,Offshore Wind,2,Onshore Wind,1,Solar,1
2024-11-09,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-11-10,Winter,Offshore Wind,1,Onshore Wind,2,Solar,0
2024-11-11,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-11-12,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-11-13,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-11-14,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-11-15,Winter,Offshore Wind,0,Onshore Wind,2,Solar,2
2024-11-16,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-11-17,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-11-18,Winter,Offshore Wind,1,Onshore Wind,1,Solar,0
2024-11-19,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-11-20,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-11-21,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-11-22,Winter,Offshore Wind,0,Onshore Wind,0,Solar,2
2024-11-23,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-11-24,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-11-25,Winter,Offshore Wind,0,Onshore Wind,2,Solar,2
2024-11-26,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-11-27,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-11-28,Winter,Offshore Wind,1,Onshore Wind,1,Solar,2
2024-11-29,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-11-30,Winter,Offshore Wind,1,Onshore Wind,1,Solar,2
2024-12-01,Winter,Offshore Wind,0,Onshore Wind,0,Solar,2
2024-12-02,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-12-03,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-12-04,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-12-05,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-12-06,Winter,Offshore Wind,0,Onshore Wind,1,Solar,1
2024-12-07,Winter,Offshore Wind,0,Onshore Wind,0,Solar,1
2024-12-08,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-12-09,Winter,Offshore Wind,2,Onshore Wind,0,Solar,1
2024-12-10,Winter,Offshore Wind,0,Onshore Wind,1,Solar,0
2024-12-11,Winter,Offshore Wind,2,Onshore Wind,0,Solar,0
2024-12-12,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-12-13,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-12-14,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-12-15,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-12-16,Winter,Offshore Wind,0,Onshore Wind,2,Solar,2
2024-12-17,Winter,Offshore Wind,1,Onshore Wind,1,Solar,2
2024-12-18,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-12-19,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-12-20,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-12-21,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-12-22,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-12-23,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-12-24,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-12-25,Winter,Offshore Wind,0,Onshore Wind,1,Solar,2
2024-12-26,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-12-27,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-12-28,Winter,Offshore Wind,2,Onshore Wind,0,Solar,2
2024-12-29,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-12-30,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
2024-12-31,Winter,Offshore Wind,1,Onshore Wind,2,Solar,2
